id_batalla,id_temporada,id_arena
1497,T7,54000021
1498,T8,54000022
1499,T9,54000023
1500,T10,54000024
1501,T1,54000025
1502,T2,54000026
1503,T3,54000027
1504,T4,54000028
1505,T5,54000029
1506,T6,54000030
1507,T7,54000031
1508,T1,54000032
1509,T2,54000033
1510,T3,54000034
1511,T4,54000035
1512,T5,54000036
1513,T6,54000037
1514,T7,54000038
1515,T8,54000039
1516,T9,54000040
1517,T10,54000041
1518,T1,54000042
1519,T2,54000043
1520,T3,54000044
1521,T4,54000045
1522,T5,54000046
1523,T6,54000047
1524,T7,54000048
1525,T8,54000049
1526,T9,54000050
1527,T10,54000051
1528,T1,54000052
1529,T2,54000053
1530,T3,54000054
1531,T4,54000055
1532,T5,54000056
1533,T6,54000057
1534,T7,54000058
1535,T8,54000000
1536,T9,54000001
1537,T10,54000002
1538,T1,54000003
1539,T2,54000004
1540,T3,54000005
1541,T4,54000006
1542,T5,54000007
1543,T6,54000008
1544,T7,54000009
1545,T8,54000010
1546,T9,54000011
1547,T10,54000012
1548,T1,54000013
1549,T2,54000014
1550,T3,54000015
1551,T4,54000016
1552,T5,54000017
1553,T6,54000018
1554,T7,54000019
1555,T8,54000020
1556,T9,54000021
1557,T10,54000022
1558,T1,54000023
1559,T2,54000024
1560,T3,54000025
1561,T4,54000026
1562,T5,54000027
1563,T6,54000028
1564,T7,54000029
1565,T8,54000030
1566,T9,54000031
1567,T10,54000032
1568,T1,54000033
1569,T2,54000034
1570,T3,54000035
1571,T4,54000036
1572,T5,54000037
1573,T6,54000038
1574,T7,54000039
1575,T8,54000040
1576,T9,54000041
1577,T10,54000042
1578,T1,54000043
1579,T2,54000044
1580,T3,54000045
1581,T4,54000046
1582,T5,54000047
1583,T6,54000048
1584,T7,54000049
1585,T8,54000050
1586,T9,54000051
1587,T10,54000052
1588,T1,54000053
1589,T2,54000054
1590,T3,54000055
1591,T4,54000056
1592,T5,54000057
1593,T6,54000058
1594,T7,54000000
1595,T8,54000001
1596,T9,54000002
1597,T10,54000003
1598,T1,54000004
1599,T2,54000005
1600,T3,54000006
1601,T4,54000007
1602,T5,54000008
1603,T6,54000009
1604,T7,54000010
1605,T8,54000011
1606,T9,54000012
1607,T10,54000013
1608,T1,54000014
1609,T2,54000015
1610,T3,54000016
1611,T4,54000017
1612,T5,54000018
1613,T6,54000019
1614,T7,54000020
1615,T8,54000021
1616,T9,54000022
1617,T10,54000023
1618,T1,54000024
1619,T2,54000025
1620,T3,54000026
1621,T4,54000027
1622,T5,54000028
1623,T6,54000029
1624,T7,54000030
1625,T8,54000031
1626,T9,54000032
1627,T10,54000033
1628,T1,54000034
1629,T2,54000035
1630,T3,54000036
1631,T4,54000037
1632,T5,54000038
1633,T6,54000039
1634,T7,54000040
1635,T8,54000041
1636,T9,54000042
1637,T10,54000043
1638,T1,54000044
1639,T2,54000045
1640,T3,54000046
1641,T4,54000047
1642,T5,54000048
1643,T6,54000049
1644,T7,54000050
1645,T1,54000051
1646,T2,54000052
1647,T3,54000053
1648,T4,54000054
1649,T5,54000055
1650,T6,54000056
1651,T7,54000057
1652,T8,54000058
1653,T9,54000000
1654,T10,54000001
1655,T1,54000002
1656,T2,54000003
1657,T3,54000004
1658,T4,54000005
1659,T5,54000006
1660,T6,54000007
1661,T7,54000008
1662,T8,54000009
1663,T9,54000010
1664,T10,54000011
1665,T1,54000012
1666,T2,54000013
1667,T3,54000014
1668,T4,54000015
1669,T5,54000016
1670,T6,54000017
1671,T7,54000018
1672,T8,54000019
1673,T9,54000020
1674,T10,54000021
1675,T1,54000022
1676,T2,54000023
1677,T3,54000024
1678,T4,54000025
1679,T5,54000026
1680,T6,54000027
1681,T7,54000028
1682,T8,54000029
1683,T9,54000030
1684,T10,54000031
1685,T1,54000032
1686,T2,54000033
1687,T3,54000034
1688,T4,54000035
1689,T5,54000036
1690,T6,54000037
1691,T7,54000038
1692,T8,54000039
1693,T9,54000040
1694,T10,54000041
1695,T1,54000042
1696,T2,54000043
1697,T3,54000044
1698,T4,54000045
1699,T5,54000046
1700,T6,54000047
1701,T7,54000048
1702,T8,54000049
1703,T9,54000050
1704,T10,54000051
1705,T1,54000052
1706,T2,54000053
1707,T3,54000054
1708,T4,54000055
1709,T5,54000056
1710,T6,54000057
1711,T7,54000058
1712,T8,54000000
1713,T9,54000001
1714,T10,54000002
1715,T1,54000003
1716,T2,54000004
1717,T3,54000005
1718,T4,54000006
1719,T5,54000007
1720,T6,54000008
1721,T7,54000009
1722,T8,54000010
1723,T9,54000011
1724,T10,54000012
1725,T1,54000013
1726,T2,54000014
1727,T3,54000015
1728,T4,54000016
1729,T5,54000017
1730,T6,54000018
1731,T7,54000019
1732,T8,54000020
1733,T9,54000021
1734,T10,54000022
1735,T1,54000023
1736,T2,54000024
1737,T3,54000025
1738,T4,54000026
1739,T5,54000027
1740,T6,54000028
1741,T7,54000029
1742,T8,54000030
1743,T9,54000031
1744,T10,54000032
1745,T1,54000033
1746,T2,54000034
1747,T3,54000035
1748,T4,54000036
1749,T5,54000037
1750,T6,54000038
1751,T7,54000039
1752,T8,54000040
1753,T9,54000041
1754,T10,54000042
1755,T1,54000043
1756,T2,54000044
1757,T3,54000045
1758,T4,54000046
1759,T5,54000047
1760,T6,54000048
1761,T7,54000049
1762,T8,54000050
1763,T9,54000051
1764,T10,54000052
1765,T1,54000053
1766,T2,54000054
1767,T3,54000055
1768,T4,54000056
1769,T5,54000057
1770,T6,54000058
1771,T7,54000000
1772,T8,54000001
1773,T9,54000002
1774,T10,54000003
1775,T1,54000004
1776,T2,54000005
1777,T3,54000006
1778,T4,54000007
1779,T5,54000008
1780,T6,54000009
1781,T7,54000010
1782,T1,54000011
1783,T2,54000012
1784,T3,54000013
1785,T4,54000014
1786,T5,54000015
1787,T6,54000016
1788,T7,54000017
1789,T8,54000018
1790,T9,54000019
1791,T10,54000020
1792,T1,54000021
1793,T2,54000022
1794,T3,54000023
1795,T4,54000024
1796,T5,54000025
1797,T6,54000026
1798,T7,54000027
1799,T8,54000028
1800,T9,54000029
1801,T10,54000030
1802,T1,54000031
1803,T2,54000032
1804,T3,54000033
1805,T4,54000034
1806,T5,54000035
1807,T6,54000036
1808,T7,54000037
1809,T8,54000038
1810,T9,54000039
1811,T10,54000040
1812,T1,54000041
1813,T2,54000042
1814,T3,54000043
1815,T4,54000044
1816,T5,54000045
1817,T6,54000046
1818,T7,54000047
1819,T8,54000048
1820,T9,54000049
1821,T10,54000050
1822,T1,54000051
1823,T2,54000052
1824,T3,54000053
1825,T4,54000054
1826,T5,54000055
1827,T6,54000056
1828,T7,54000057
1829,T8,54000058
1830,T9,54000000
1831,T10,54000001
1832,T1,54000002
1833,T2,54000003
1834,T3,54000004
1835,T4,54000005
1836,T5,54000006
1837,T6,54000007
1838,T7,54000008
1839,T8,54000009
1840,T9,54000010
1841,T10,54000011
1842,T1,54000012
1843,T2,54000013
1844,T3,54000014
1845,T4,54000015
1846,T5,54000016
1847,T6,54000017
1848,T7,54000018
1849,T8,54000019
1850,T9,54000020
1851,T10,54000021
1852,T1,54000022
1853,T2,54000023
1854,T3,54000024
1855,T4,54000025
1856,T5,54000026
1857,T6,54000027
1858,T7,54000028
1859,T8,54000029
1860,T9,54000030
1861,T10,54000031
1862,T1,54000032
1863,T2,54000033
1864,T3,54000034
1865,T4,54000035
1866,T5,54000036
1867,T6,54000037
1868,T7,54000038
1869,T8,54000039
1870,T9,54000040
1871,T10,54000041
1872,T1,54000042
1873,T2,54000043
1874,T3,54000044
1875,T4,54000045
1876,T5,54000046
1877,T6,54000047
1878,T7,54000048
1879,T8,54000049
1880,T9,54000050
1881,T10,54000051
1882,T1,54000052
1883,T2,54000053
1884,T3,54000054
1885,T4,54000055
1886,T5,54000056
1887,T6,54000057
1888,T7,54000058
1889,T8,54000000
1890,T9,54000001
1891,T10,54000002
1892,T1,54000003
1893,T2,54000004
1894,T3,54000005
1895,T4,54000006
1896,T5,54000007
1897,T6,54000008
1898,T7,54000009
1899,T8,54000010
1900,T9,54000011
1901,T10,54000012
1902,T1,54000013
1903,T2,54000014
1904,T3,54000015
1905,T4,54000016
1906,T5,54000017
1907,T6,54000018
1908,T7,54000019
1909,T8,54000020
1910,T9,54000021
1911,T10,54000022
1912,T1,54000023
1913,T2,54000024
1914,T3,54000025
1915,T4,54000026
1916,T5,54000027
1917,T6,54000028
1918,T7,54000029
1919,T1,54000030
1920,T2,54000031
1921,T3,54000032
1922,T4,54000033
1923,T5,54000034
1924,T6,54000035
1925,T7,54000036
1926,T8,54000037
1927,T9,54000038
1928,T10,54000039
1929,T1,54000040
1930,T2,54000041
1931,T3,54000042
1932,T4,54000043
1933,T5,54000044
1934,T6,54000045
1935,T7,54000046
1936,T8,54000047
1937,T9,54000048
1938,T10,54000049
1939,T1,54000050
1940,T2,54000051
1941,T3,54000052
1942,T4,54000053
1943,T5,54000054
1944,T6,54000055
1945,T7,54000056
1946,T8,54000057
1947,T9,54000058
1948,T10,54000000
1949,T1,54000001
1950,T2,54000002
1951,T3,54000003
1952,T4,54000004
1953,T5,54000005
1954,T6,54000006
1955,T7,54000007
1956,T8,54000008
1957,T9,54000009
1958,T10,54000010
1959,T1,54000011
1960,T2,54000012
1961,T3,54000013
1962,T4,54000014
1963,T5,54000015
1964,T6,54000016
1965,T7,54000017
1966,T8,54000018
1967,T9,54000019
1968,T10,54000020
1969,T1,54000021
1970,T2,54000022
1971,T3,54000023
1972,T4,54000024
1973,T5,54000025
1974,T6,54000026
1975,T7,54000027
1976,T8,54000028
1977,T9,54000029
1978,T10,54000030
1979,T1,54000031
1980,T2,54000032
1981,T3,54000033
1982,T4,54000034
1983,T5,54000035
1984,T6,54000036
1985,T7,54000037
1986,T8,54000038
1987,T9,54000039
1988,T10,54000040
1989,T1,54000041
1990,T2,54000042
1991,T3,54000043
1992,T4,54000044
1993,T5,54000045
1994,T6,54000046
1995,T7,54000047
1996,T8,54000048
1997,T9,54000049
1998,T10,54000050
1999,T1,54000051
2000,T2,54000052
2001,T3,54000053
2002,T4,54000054
2003,T5,54000055
2004,T6,54000056
2005,T7,54000057
2006,T8,54000058
2007,T9,54000000
2008,T10,54000001
2009,T1,54000002
2010,T2,54000003
2011,T3,54000004
2012,T4,54000005
2013,T5,54000006
2014,T6,54000007
2015,T7,54000008
2016,T8,54000009
2017,T9,54000010
2018,T10,54000011
2019,T1,54000012
2020,T2,54000013
2021,T3,54000014
2022,T4,54000015
2023,T5,54000016
2024,T6,54000017
2025,T7,54000018
2026,T8,54000019
2027,T9,54000020
2028,T10,54000021
2029,T1,54000022
2030,T2,54000023
2031,T3,54000024
2032,T4,54000025
2033,T5,54000026
2034,T6,54000027
2035,T7,54000028
2036,T8,54000029
2037,T9,54000030
2038,T10,54000031
2039,T1,54000032
2040,T2,54000033
2041,T3,54000034
2042,T4,54000035
2043,T5,54000036
2044,T6,54000037
2045,T7,54000038
2046,T8,54000039
2047,T9,54000040
2048,T10,54000041
2049,T1,54000042
2050,T2,54000043
2051,T3,54000044
2052,T4,54000045
2053,T5,54000046
2054,T6,54000047
2055,T7,54000048
2056,T1,54000049
2057,T2,54000050
2058,T3,54000051
2059,T4,54000052
2060,T5,54000053
2061,T6,54000054
2062,T7,54000055
2063,T8,54000056
2064,T9,54000057
2065,T10,54000058
2066,T1,54000000
2067,T2,54000001
2068,T3,54000002
2069,T4,54000003
2070,T5,54000004
2071,T6,54000005
2072,T7,54000006
2073,T8,54000007
2074,T9,54000008
2075,T10,54000009
2076,T1,54000010
2077,T2,54000011
2078,T3,54000012
2079,T4,54000013
2080,T5,54000014
2081,T6,54000015
2082,T7,54000016
2083,T8,54000017
2084,T9,54000018
2085,T10,54000019
2086,T1,54000020
2087,T2,54000021
2088,T3,54000022
2089,T4,54000023
2090,T5,54000024
2091,T6,54000025
2092,T7,54000026
2093,T8,54000027
2094,T9,54000028
2095,T10,54000029
2096,T1,54000030
2097,T2,54000031
2098,T3,54000032
2099,T4,54000033
2100,T5,54000034
2101,T6,54000035
2102,T7,54000036
2103,T8,54000037
2104,T9,54000038
2105,T10,54000039
2106,T1,54000040
2107,T2,54000041
2108,T3,54000042
2109,T4,54000043
2110,T5,54000044
2111,T6,54000045
2112,T7,54000046
2113,T8,54000047
2114,T9,54000048
2115,T10,54000049
2116,T1,54000050
2117,T2,54000051
2118,T3,54000052
2119,T4,54000053
2120,T5,54000054
2121,T6,54000055
2122,T7,54000056
2123,T8,54000057
2124,T9,54000058
2125,T10,54000000
2126,T1,54000001
2127,T2,54000002
2128,T3,54000003
2129,T4,54000004
2130,T5,54000005
2131,T6,54000006
2132,T7,54000007
2133,T8,54000008
2134,T9,54000009
2135,T10,54000010
2136,T1,54000011
2137,T2,54000012
2138,T3,54000013
2139,T4,54000014
2140,T5,54000015
2141,T6,54000016
2142,T7,54000017
2143,T8,54000018
2144,T9,54000019
2145,T10,54000020
2146,T1,54000021
2147,T2,54000022
2148,T3,54000023
2149,T4,54000024
2150,T5,54000025
2151,T6,54000026
2152,T7,54000027
2153,T8,54000028
2154,T9,54000029
2155,T10,54000030
2156,T1,54000031
2157,T2,54000032
2158,T3,54000033
2159,T4,54000034
2160,T5,54000035
2161,T6,54000036
2162,T7,54000037
2163,T8,54000038
2164,T9,54000039
2165,T10,54000040
2166,T1,54000041
2167,T2,54000042
2168,T3,54000043
2169,T4,54000044
2170,T5,54000045
2171,T6,54000046
2172,T7,54000047
2173,T8,54000048
2174,T9,54000049
2175,T10,54000050
2176,T1,54000051
2177,T2,54000052
2178,T3,54000053
2179,T4,54000054
2180,T5,54000055
2181,T6,54000056
2182,T7,54000057
2183,T8,54000058
2184,T9,54000000
2185,T10,54000001
2186,T1,54000002
2187,T2,54000003
2188,T3,54000004
2189,T4,54000005
2190,T5,54000006
2191,T6,54000007
2192,T7,54000008
2193,T1,54000009
2194,T2,54000010
2195,T3,54000011
2196,T4,54000012
2197,T5,54000013
2198,T6,54000014
2199,T7,54000015
2200,T8,54000016
2201,T9,54000017
2202,T10,54000018
2203,T1,54000019
2204,T2,54000020
2205,T3,54000021
2206,T4,54000022
2207,T5,54000023
2208,T6,54000024
2209,T7,54000025
2210,T8,54000026
2211,T9,54000027
2212,T10,54000028
2213,T1,54000029
2214,T2,54000030
2215,T3,54000031
2216,T4,54000032
2217,T5,54000033
2218,T6,54000034
2219,T7,54000035
2220,T8,54000036
2221,T9,54000037
2222,T10,54000038
2223,T1,54000039
2224,T2,54000040
2225,T3,54000041
2226,T4,54000042
2227,T5,54000043
2228,T6,54000044
2229,T7,54000045
2230,T8,54000046
2231,T9,54000047
2232,T10,54000048
2233,T1,54000049
2234,T2,54000050
2235,T3,54000051
2236,T4,54000052
2237,T5,54000053
2238,T6,54000054
2239,T7,54000055
2240,T8,54000056
2241,T9,54000057
2242,T10,54000058
2243,T1,54000000
2244,T2,54000001
2245,T3,54000002
2246,T4,54000003
2247,T5,54000004
2248,T6,54000005
2249,T7,54000006
2250,T8,54000007
2251,T9,54000008
2252,T10,54000009
2253,T1,54000010
2254,T2,54000011
2255,T3,54000012
2256,T4,54000013
2257,T5,54000014
2258,T6,54000015
2259,T7,54000016
2260,T8,54000017
2261,T9,54000018
2262,T10,54000019
2263,T1,54000020
2264,T2,54000021
2265,T3,54000022
2266,T4,54000023
2267,T5,54000024
2268,T6,54000025
2269,T7,54000026
2270,T8,54000027
2271,T9,54000028
2272,T10,54000029
2273,T1,54000030
2274,T2,54000031
2275,T3,54000032
2276,T4,54000033
2277,T5,54000034
2278,T6,54000035
2279,T7,54000036
2280,T8,54000037
2281,T9,54000038
2282,T10,54000039
2283,T1,54000040
2284,T2,54000041
2285,T3,54000042
2286,T4,54000043
2287,T5,54000044
2288,T6,54000045
2289,T7,54000046
2290,T8,54000047
2291,T9,54000048
2292,T10,54000049
2293,T1,54000050
2294,T2,54000051
2295,T3,54000052
2296,T4,54000053
2297,T5,54000054
2298,T6,54000055
2299,T7,54000056
2300,T8,54000057
2301,T9,54000058
2302,T10,54000000
2303,T1,54000001
2304,T2,54000002
2305,T3,54000003
2306,T4,54000004
2307,T5,54000005
2308,T6,54000006
2309,T7,54000007
2310,T8,54000008
2311,T9,54000009
2312,T10,54000010
2313,T1,54000011
2314,T2,54000012
2315,T3,54000013
2316,T4,54000014
2317,T5,54000015
2318,T6,54000016
2319,T7,54000017
2320,T8,54000018
2321,T9,54000019
2322,T10,54000020
2323,T1,54000021
2324,T2,54000022
2325,T3,54000023
2326,T4,54000024
2327,T5,54000025
2328,T6,54000026
2329,T7,54000027
2330,T1,54000028
2331,T2,54000029
2332,T3,54000030
2333,T4,54000031
2334,T5,54000032
2335,T6,54000033
2336,T7,54000034
2337,T8,54000035
2338,T9,54000036
2339,T10,54000037
2340,T1,54000038
2341,T2,54000039
2342,T3,54000040
2343,T4,54000041
2344,T5,54000042
2345,T6,54000043
2346,T7,54000044
2347,T8,54000045
2348,T9,54000046
2349,T10,54000047
2350,T1,54000048
2351,T2,54000049
2352,T3,54000050
2353,T4,54000051
2354,T5,54000052
2355,T6,54000053
2356,T7,54000054
2357,T8,54000055
2358,T9,54000056
2359,T10,54000057
2360,T1,54000058
2361,T2,54000000
2362,T3,54000001
2363,T4,54000002
2364,T5,54000003
2365,T6,54000004
2366,T7,54000005
2367,T8,54000006
2368,T9,54000007
2369,T10,54000008
2370,T1,54000009
2371,T2,54000010
2372,T3,54000011
2373,T4,54000012
2374,T5,54000013
2375,T6,54000014
2376,T7,54000015
2377,T8,54000016
2378,T9,54000017
2379,T10,54000018
2380,T1,54000019
2381,T2,54000020
2382,T3,54000021
2383,T4,54000022
2384,T5,54000023
2385,T6,54000024
2386,T7,54000025
2387,T8,54000026
2388,T9,54000027
2389,T10,54000028
2390,T1,54000029
2391,T2,54000030
2392,T3,54000031
2393,T4,54000032
2394,T5,54000033
2395,T6,54000034
2396,T7,54000035
2397,T8,54000036
2398,T9,54000037
2399,T10,54000038
2400,T1,54000039
2401,T2,54000040
2402,T3,54000041
2403,T4,54000042
2404,T5,54000043
2405,T6,54000044
2406,T7,54000045
2407,T8,54000046
2408,T9,54000047
2409,T10,54000048
2410,T1,54000049
2411,T2,54000050
2412,T3,54000051
2413,T4,54000052
2414,T5,54000053
2415,T6,54000054
2416,T7,54000055
2417,T8,54000056
2418,T9,54000057
2419,T10,54000058
2420,T1,54000000
2421,T2,54000001
2422,T3,54000002
2423,T4,54000003
2424,T5,54000004
2425,T6,54000005
2426,T7,54000006
2427,T8,54000007
2428,T9,54000008
2429,T10,54000009
2430,T1,54000010
2431,T2,54000011
2432,T3,54000012
2433,T4,54000013
2434,T5,54000014
2435,T6,54000015
2436,T7,54000016
2437,T8,54000017
2438,T9,54000018
2439,T10,54000019
2440,T1,54000020
2441,T2,54000021
2442,T3,54000022
2443,T4,54000023
2444,T5,54000024
2445,T6,54000025
2446,T7,54000026
2447,T8,54000027
2448,T9,54000028
2449,T10,54000029
2450,T1,54000030
2451,T2,54000031
2452,T3,54000032
2453,T4,54000033
2454,T5,54000034
2455,T6,54000035
2456,T7,54000036
2457,T8,54000037
2458,T9,54000038
2459,T10,54000039
2460,T1,54000040
2461,T2,54000041
2462,T3,54000042
2463,T4,54000043
2464,T5,54000044
2465,T6,54000045
2466,T7,54000046
2467,T1,54000047
2468,T2,54000048
2469,T3,54000049
2470,T4,54000050
2471,T5,54000051
2472,T6,54000052
2473,T7,54000053
2474,T8,54000054
2475,T9,54000055
2476,T10,54000056
2477,T1,54000057
2478,T2,54000058
2479,T3,54000000
2480,T4,54000001
2481,T5,54000002
2482,T6,54000003
2483,T7,54000004
2484,T8,54000005
2485,T9,54000006
2486,T10,54000007
2487,T1,54000008
2488,T2,54000009
2489,T3,54000010
2490,T4,54000011
2491,T5,54000012
2492,T6,54000013
2493,T7,54000014
2494,T8,54000015
2495,T9,54000016
2496,T10,54000017
2497,T1,54000018
2498,T2,54000019
2499,T3,54000020
2500,T4,54000021
2501,T5,54000022
2502,T6,54000023
2503,T7,54000024
2504,T8,54000025
2505,T9,54000026
2506,T10,54000027
2507,T1,54000028
2508,T2,54000029
2509,T3,54000030
2510,T4,54000031
2511,T5,54000032
2512,T6,54000033
2513,T7,54000034
2514,T8,54000035
2515,T9,54000036
2516,T10,54000037
2517,T1,54000038
2518,T2,54000039
2519,T3,54000040
2520,T4,54000041
2521,T5,54000042
2522,T6,54000043
2523,T7,54000044
2524,T8,54000045
2525,T9,54000046
2526,T10,54000047
2527,T1,54000048
2528,T2,54000049
2529,T3,54000050
2530,T4,54000051
2531,T5,54000052
2532,T6,54000053
2533,T7,54000054
2534,T8,54000055
2535,T9,54000056
2536,T10,54000057
2537,T1,54000058
2538,T2,54000000
2539,T3,54000001
2540,T4,54000002
2541,T5,54000003
2542,T6,54000004
2543,T7,54000005
2544,T8,54000006
2545,T9,54000007
2546,T10,54000008
2547,T1,54000009
2548,T2,54000010
2549,T3,54000011
2550,T4,54000012
2551,T5,54000013
2552,T6,54000014
2553,T7,54000015
2554,T8,54000016
2555,T9,54000017
2556,T10,54000018
2557,T1,54000019
2558,T2,54000020
2559,T3,54000021
2560,T4,54000022
2561,T5,54000023
2562,T6,54000024
2563,T7,54000025
2564,T8,54000026
2565,T9,54000027
2566,T10,54000028
2567,T1,54000029
2568,T2,54000030
2569,T3,54000031
2570,T4,54000032
2571,T5,54000033
2572,T6,54000034
2573,T7,54000035
2574,T8,54000036
2575,T9,54000037
2576,T10,54000038
2577,T1,54000039
2578,T2,54000040
2579,T3,54000041
2580,T4,54000042
2581,T5,54000043
2582,T6,54000044
2583,T7,54000045
2584,T8,54000046
2585,T9,54000047
2586,T10,54000048
2587,T1,54000049
2588,T2,54000050
2589,T3,54000051
2590,T4,54000052
2591,T5,54000053
2592,T6,54000054
2593,T7,54000055
2594,T8,54000056
2595,T9,54000057
2596,T10,54000058
2597,T1,54000000
2598,T2,54000001
2599,T3,54000002
2600,T4,54000003
2601,T5,54000004
2602,T6,54000005
2603,T7,54000006
2604,T1,54000007
2605,T2,54000008
2606,T3,54000009
2607,T4,54000010
2608,T5,54000011
2609,T6,54000012
2610,T7,54000013
2611,T8,54000014
2612,T9,54000015
2613,T10,54000016
2614,T1,54000017
2615,T2,54000018
2616,T3,54000019
2617,T4,54000020
2618,T5,54000021
2619,T6,54000022
2620,T7,54000023
2621,T8,54000024
2622,T9,54000025
2623,T10,54000026
2624,T1,54000027
2625,T2,54000028
2626,T3,54000029
2627,T4,54000030
2628,T5,54000031
2629,T6,54000032
2630,T7,54000033
2631,T8,54000034
2632,T9,54000035
2633,T10,54000036
2634,T1,54000037
2635,T2,54000038
2636,T3,54000039
2637,T4,54000040
2638,T5,54000041
2639,T6,54000042
2640,T7,54000043
2641,T8,54000044
2642,T9,54000045
2643,T10,54000046
2644,T1,54000047
2645,T2,54000048
2646,T3,54000049
2647,T4,54000050
2648,T5,54000051
2649,T6,54000052
2650,T7,54000053
2651,T8,54000054
2652,T9,54000055
2653,T10,54000056
2654,T1,54000057
2655,T2,54000058
2656,T3,54000000
2657,T4,54000001
2658,T5,54000002
2659,T6,54000003
2660,T7,54000004
2661,T8,54000005
2662,T9,54000006
2663,T10,54000007
2664,T1,54000008
2665,T2,54000009
2666,T3,54000010
2667,T4,54000011
2668,T5,54000012
2669,T6,54000013
2670,T7,54000014
2671,T8,54000015
2672,T9,54000016
2673,T10,54000017
2674,T1,54000018
2675,T2,54000019
2676,T3,54000020
2677,T4,54000021
2678,T5,54000022
2679,T6,54000023
2680,T7,54000024
2681,T8,54000025
2682,T9,54000026
2683,T10,54000027
2684,T1,54000028
2685,T2,54000029
2686,T3,54000030
2687,T4,54000031
2688,T5,54000032
2689,T6,54000033
2690,T7,54000034
2691,T8,54000035
2692,T9,54000036
2693,T10,54000037
2694,T1,54000038
2695,T2,54000039
2696,T3,54000040
2697,T4,54000041
2698,T5,54000042
2699,T6,54000043
2700,T7,54000044
2701,T8,54000045
2702,T9,54000046
2703,T10,54000047
2704,T1,54000048
2705,T2,54000049
2706,T3,54000050
2707,T4,54000051
2708,T5,54000052
2709,T6,54000053
2710,T7,54000054
2711,T8,54000055
2712,T9,54000056
2713,T10,54000057
2714,T1,54000058
2715,T2,54000000
2716,T3,54000001
2717,T4,54000002
2718,T5,54000003
2719,T6,54000004
2720,T7,54000005
2721,T8,54000006
2722,T9,54000007
2723,T10,54000008
2724,T1,54000009
2725,T2,54000010
2726,T3,54000011
2727,T4,54000012
2728,T5,54000013
2729,T6,54000014
2730,T7,54000015
2731,T8,54000016
2732,T9,54000017
2733,T10,54000018
2734,T1,54000019
2735,T2,54000020
2736,T3,54000021
2737,T4,54000022
2738,T5,54000023
2739,T6,54000024
2740,T7,54000025
2741,T1,54000026
2742,T2,54000027
2743,T3,54000028
2744,T4,54000029
2745,T5,54000030
2746,T6,54000031
2747,T7,54000032
2748,T8,54000033
2749,T9,54000034
2750,T10,54000035
2751,T1,54000036
2752,T2,54000037
2753,T3,54000038
2754,T4,54000039
2755,T5,54000040
2756,T6,54000041
2757,T7,54000042
2758,T8,54000043
2759,T9,54000044
2760,T10,54000045
2761,T1,54000046
2762,T2,54000047
2763,T3,54000048
2764,T4,54000049
2765,T5,54000050
2766,T6,54000051
2767,T7,54000052
2768,T8,54000053
2769,T9,54000054
2770,T10,54000055
2771,T1,54000056
2772,T2,54000057
2773,T3,54000058
2774,T4,54000000
2775,T5,54000001
2776,T6,54000002
2777,T7,54000003
2778,T8,54000004
2779,T9,54000005
2780,T10,54000006
2781,T1,54000007
2782,T2,54000008
2783,T3,54000009
2784,T4,54000010
2785,T5,54000011
2786,T6,54000012
2787,T7,54000013
2788,T8,54000014
2789,T9,54000015
2790,T10,54000016
2791,T1,54000017
2792,T2,54000018
2793,T3,54000019
2794,T4,54000020
2795,T5,54000021
2796,T6,54000022
2797,T7,54000023
2798,T8,54000024
2799,T9,54000025
2800,T10,54000026
2801,T1,54000027
2802,T2,54000028
2803,T3,54000029
2804,T4,54000030
2805,T5,54000031
2806,T6,54000032
2807,T7,54000033
2808,T8,54000034
2809,T9,54000035
2810,T10,54000036
2811,T1,54000037
2812,T2,54000038
2813,T3,54000039
2814,T4,54000040
2815,T5,54000041
2816,T6,54000042
2817,T7,54000043
2818,T8,54000044
2819,T9,54000045
2820,T10,54000046
2821,T1,54000047
2822,T2,54000048
2823,T3,54000049
2824,T4,54000050
2825,T5,54000051
2826,T6,54000052
2827,T7,54000053
2828,T8,54000054
2829,T9,54000055
2830,T10,54000056
2831,T1,54000057
2832,T2,54000058
2833,T3,54000000
2834,T4,54000001
2835,T5,54000002
2836,T6,54000003
2837,T7,54000004
2838,T8,54000005
2839,T9,54000006
2840,T10,54000007
2841,T1,54000008
2842,T2,54000009
2843,T3,54000010
2844,T4,54000011
2845,T5,54000012
2846,T6,54000013
2847,T7,54000014
2848,T8,54000015
2849,T9,54000016
2850,T10,54000017
2851,T1,54000018
2852,T2,54000019
2853,T3,54000020
2854,T4,54000021
2855,T5,54000022
2856,T6,54000023
2857,T7,54000024
2858,T8,54000025
2859,T9,54000026
2860,T10,54000027
2861,T1,54000028
2862,T2,54000029
2863,T3,54000030
2864,T4,54000031
2865,T5,54000032
2866,T6,54000033
2867,T7,54000034
2868,T8,54000035
2869,T9,54000036
2870,T10,54000037
2871,T1,54000038
2872,T2,54000039
2873,T3,54000040
2874,T4,54000041
2875,T5,54000042
2876,T6,54000043
2877,T7,54000044
2878,T1,54000045
2879,T2,54000046
2880,T3,54000047
2881,T4,54000048
2882,T5,54000049
2883,T6,54000050
2884,T7,54000051
2885,T8,54000052
2886,T9,54000053
2887,T10,54000054
2888,T1,54000055
2889,T2,54000056
2890,T3,54000057
2891,T4,54000058
2892,T5,54000000
2893,T6,54000001
2894,T7,54000002
